https://www.weltwoche.ch/ausgaben/2018-42/artikel/abgesturzt-die-weltwoche-ausgabe-42-2018.html	mit Deutsch reden	literally	Deutsche sind Provinzler , die meinen in der Schweiz rede man die Kunstsprache Hochdeutsch . WIR REDEN DIALEKT und unsere Sprache ist viel , viel älter als die Kunstsprache Hd . Kein Schweizer sollte <b>mit</b> einem Deutschen <b>Deutsch</b> <b>reden</b> , ausser er will ihm etwa verkaufen . Die sollen sich UNS anpassen .
https://www.profil.at/home/klaus-kamolz-ran-gemuese-332940	um Pudding gehen	literally	Les insolites de Julie erfindet das Küchengenre , in dem das Buch antritt , nicht neu . Es <b>geht</b> <b>um</b> <b>Pudding</b> mit Gemüse , davon gibt es mittlerweile genug , man denke an die unzähligen Kuchen mit Karotten oder Kürbis , an Eis aus Spargel , an süß confierte Paradeiser und vieles mehr . Andrieu aber spielt auf ebenso kreative wie anmutige Art mit all den Zutaten .
https://www.neues-deutschland.de/ausgabe/2017-01-23	in Haaren liegen	literally	Die Trumpologie , eine aufstrebende Wissenschaft , lechzt nach Theorieansätzen . Wie wäre es damit : Die Lösung <b>liegt</b> <b>in</b> <b>den</b> <b>Haaren</b> . Also diese Dinger auf Trumps Schädeldecke .
https://www.sueddeutsche.de/muenchen/landkreismuenchen/gruenwald-klassisches-benefizkonzert-1.4379908	zweite Geige spielen	literally	Das 1994 gegründete Schumann Quartett München setzt sich aus vier Mitgliedern des Bayerischen Staatsorchesters zusammen und besteht in dieser Besetzung unverändert seit 25 Jahren . Die erste Geige , Barbara Burgdorf , ist Konzertmeisterin des Bayerischen Staatsorchesters , Traudi Pauer <b>spielt</b> <b>die</b> <b>zweite</b> <b>Geige</b> , Oliver Göske Violoncello , Stephan Finkentey ist Solobratscher des Orchesters . Am Mittwoch , 27 . März , gastiert das hochkarätige Ensemble , das auch immer wieder international konzertiert , im Grünwalder August-Everding-Saal .
https://www.bergedorfer-zeitung.de/archiv/schwarzenbek/article112527203/Diese-Musiklehrerin-setzt-auf-Hausbesuche.html	zweite Geige spielen	literally	Sie hat selbst als Teenager Geige bei Susann Meiritz gelernt und <b>spielt</b> heute noch einmal im Monat <b>die</b> <b>zweite</b> <b>Geige</b> im Bezirksorchester Hamburg-Ost . `` Zu wenig , aber besser als nichts '' , sagt sie selbst .
https://www.goettinger-tageblatt.de/Nachrichten/Medien/Fernsehen/sechs-neue-Ermittler-und-ein-Abschied-in-der-neuen-Tatort-Saison	Leiche in Keller haben	literally	Dr. Tod dunkles Geheimnis Er <b>hat</b> so manche <b>Leiche</b> <b>im</b> <b>Keller</b> : In der Pathologie im Tiefgeschoss eines Dubliner Krankenhauses fühlt sich der eigensinnige Mediziner Quirke wohler als in der Gesellschaft seiner Arztkollegen in den oberen Stockwerken . Seinen Spitznamen „ Dr . Tod “ trägt er mit Humor .
https://www.fr.de/kultur/eine-instanz-normalitaet-11275459.html	Platte putzen	literally	Es weht keine Regenbogenfahne an der Lützowstraße 73 , doch das Spektral-Farben-Logo an der Hauswand deutet unmissverständlich an , was dahinter Sache ist . Noch hantieren Bauarbeiter an der gelb-oliv-terrakottafarbenen Fassade , wurden vorige Nacht hektisch die letzten Kartons in die Archivständer , Bücher zur Gender-Thematik in die Bibliotheksregale gepackt , Bilder gehängt , Vitrinen gefüllt , <b>Platten</b> <b>geputzt</b> . Das Schwule Museum Berlin am neuen Ort – eine ehemalige Druckerei mit großem Gewerbehof – ist empfangsbereit , das Datum gut gewählt .
https://www.n-tv.de/politik/Fuer-die-Freien-zur-Europawahl-article56954.html	Geist aufgeben	literally	`` Es kommen doch nur die Geschliffenen nach oben . Wer <b>seinen</b> <b>Geist</b> aufgibt und sich an die Politik verkauft , der ist am Schluss der Repräsentant unseres Volkes '' , sagte Pauli . Die anstehende Bundespräsidentenwahl ist ihrer Ansicht nach eine gute Gelegenheit , darüber nachzudenken , wie das deutsche Parteiensystem `` geöffnet '' werden könne .
https://www.zdf.de/dokumentation/37-grad/gesichter-der-armut-arbeiten-in-der-textilindustrie-in-100.html	Fell gerben	literally	Eine schwangere Frau und ein kleines Kind liegen völlig erschöpft auf der Straße . Sie nähen unsere Kleidung , <b>gerben</b> <b>uns</b> <b>das</b> <b>Fell</b> für Schuhe und Taschen - und sind oft bitterarm . Manfred Karremann zeigt am Beispiel von Bangladesch , woher unsere Produkte kommen .
https://de.euronews.com/2018/11/18	Rückgrat brechen	literally	Beim Finale der Formel 3 in Macao <b>hat</b> sich Sophia Flörsch aus München bei einem schweren Unfall offenbar <b>das</b> <b>Rückgrat</b> gebrochen . Dies teilte ihr Vater Alexander Flörsch der Deutschen Presse-Agentur nach Rücksprache mit dem Chefarzt des Krankenhauses Conde S. Januário Hospital in Macao mit .
