wiktionary	aus Kleinholz machen	figuratively	… Der Staat der keinen Feind hat ist kein Staat mehr Ein Königreich für einen Staatsfeind Wer Wenn alles hier in Ordnung ist braucht uns Ich kann <b>aus</b> meinem Schreibtisch <b>Kleinholz</b> <b>machen</b> Und Feuer legen mit den Kaderakten Wir können unsre Uniform ausziehn Und an den Nagel hängen Und uns selber Wenn es der Nagel aushält gleich dazu Was machst du. Meine Uniform ausziehn. …
wiktionary	Anstalten machen	figuratively	[ … ] ; wir riskierten einen Blick aus unserem behelfsmäßigen Zelt und brachen gemeinsam in Lachen aus , als wir sahen , dass der Franzose mit zerzaustem Haarschopf und nur mit einer Unterhose bekleidet , die ebenso schwarz war wie sein Brusthaar , aus seinem Schlafsack gekrochen war , um die Besucher im Morgengrauen zu begrüßen – diesem Dschinn gelang es beinahe auf der Stelle , sie in die Flucht zu schlagen , aber ich <b>machte</b> keine <b>Anstalten</b> , den Schleier über uns zu lüften , und Sarah auch nicht : Sie blieb unter der Decke , ganz nah bei mir.
wiktionary	Anstalten machen	figuratively	Wieder bohrte Harold den Kugelschreiber in das Blatt . Inzwischen wies es mehrere Löcher auf , ohne daß Nelly die geringsten <b>Anstalten</b> <b>machte</b> , ihre Hand auch nur in Richtung Kugelschreiber zu heben.
wiktionary	Anstalten machen	figuratively	Erst jetzt <b>wurden</b> <b>Anstalten</b> <b>gemacht</b> , dem Beiboot über den Brandungsgürtel zu helfen und den vollkommen durchnäßten , vor Anstrengung halb erschöpften Mann ans Ufer zu ziehen.
wiktionary	Anstalten machen	figuratively	Es wurde freilich halb zwei , zwei Uhr , schließlich bald drei Uhr , ohne daß man <b>Anstalten</b> <b>machte</b> , sich zu Tisch zu begeben.
wiktionary	Anstalten machen	figuratively	Doch als meine Nachbarin merkte , daß er keine <b>Anstalten</b> <b>machte</b> , sich zu entschuldigen , verpaßte sie ihm eine heftige Ohrfeige.
wiktionary	Anstalten machen	figuratively	Er ließ ihn nie selbst bezahlen , obwohl Jacky manchmal , wenn auch mit wenig Überzeugung , <b>Anstalten</b> dazu <b>machte</b> .
wiktionary	Faden verlieren	figuratively	Leute , die in der Jugend an Höfen und in großen Städten keine unbeträchtliche Rolle gespielt , die vielmehr dort geglänzt , nachher aber sich zurückgezogen , sich einer einfachern Lebensart gewidmet haben , vergessen gar zu leicht , daß , um hier immer ein Modegesicht zu bleiben , man nie <b>den</b> <b>Faden</b> der herrschenden Konversation aus der Hand <b>verlieren</b> , nie versäumen darf , auch in den kleinsten Fortschritten , der Kultur - wenn man das Kultur nennen muß - nachzufolgen .
wiktionary	Faden verlieren	figuratively	Manchmal <b>verlor</b> er <b>den</b> <b>Faden</b> seines Dramas , und wurde von dem bloßen Beben seiner Stimme durch eine Reihe von Affekten ohne Vorstellungsinhalt willenlos mitgerissen – sinnlose Worte vor sich hinsprechend , die ihn berauschten .
wiktionary	Faden verlieren	figuratively	Als neulich am Sonntag der Herr Pastor / Eine peinliche Pause machte , / Weil er <b>den</b> <b>Faden</b> der Rede <b>verlor</b> , / Da duckt ' sich der Küster und lachte .
